DATE,DAAA
2010-08-01,4.4904545454545455
2010-09-01,4.5266666666666667
2010-10-01,4.6780000000000000
2010-11-01,4.8747619047619048
2010-12-01,5.0150000000000000
2011-01-01,5.0405000000000000
2011-02-01,5.2236842105263158
2011-03-01,5.1295652173913043
2011-04-01,5.1575000000000000
2011-05-01,4.9638095238095238
2011-06-01,4.9890909090909091
2011-07-01,4.9310000000000000
2011-08-01,4.3656521739130435
2011-09-01,4.0861904761904762
2011-10-01,3.9790000000000000
2011-11-01,3.8725000000000000
2011-12-01,3.9271428571428571
2012-01-01,3.8500000000000000
2012-02-01,3.8465000000000000
2012-03-01,3.9872727272727273
2012-04-01,3.9614285714285714
2012-05-01,3.8013636363636364
2012-06-01,3.6400000000000000
2012-07-01,3.3952380952380952
2012-08-01,3.4752173913043478
2012-09-01,3.4852631578947368
2012-10-01,3.4652380952380952
2012-11-01,3.4990000000000000
2012-12-01,3.6505000000000000
2013-01-01,3.7976190476190476
2013-02-01,3.8968421052631579
2013-03-01,3.9325000000000000
2013-04-01,3.7331818181818182
2013-05-01,3.8931818181818182
2013-06-01,4.2695000000000000
2013-07-01,4.3440909090909091
2013-08-01,4.5422727272727273
2013-09-01,4.6400000000000000
2013-10-01,4.5277272727272727
2013-11-01,4.6300000000000000
2013-12-01,4.6223809523809524
2014-01-01,4.4876190476190476
2014-02-01,4.4494736842105263
2014-03-01,4.3828571428571429
2014-04-01,4.2404761904761905
2014-05-01,4.1619047619047619
2014-06-01,4.2495238095238095
2014-07-01,4.1618181818181818
2014-08-01,4.0757142857142857
2014-09-01,4.1119047619047619
2014-10-01,3.9150000000000000
2014-11-01,3.9216666666666667
2014-12-01,3.7886363636363636
2015-01-01,3.4635000000000000
2015-02-01,3.6063157894736842
2015-03-01,3.6395454545454545
2015-04-01,3.5227272727272727
2015-05-01,3.9810000000000000
2015-06-01,4.1909090909090909
2015-07-01,4.1509090909090909
2015-08-01,4.0357142857142857
2015-09-01,4.0685714285714286
2015-10-01,3.9519047619047619
2015-11-01,4.0557894736842105
2015-12-01,3.9704545454545455
2016-01-01,4.0015789473684211
2016-02-01,3.9560000000000000
2016-03-01,3.8204545454545455
2016-04-01,3.6161904761904762
2016-05-01,3.6500000000000000
2016-06-01,3.4972727272727273
2016-07-01,3.2845000000000000
2016-08-01,3.3156521739130435
2016-09-01,3.4133333333333333
2016-10-01,3.5110000000000000
2016-11-01,3.8625000000000000
2016-12-01,4.0552380952380952
2017-01-01,3.9215000000000000
2017-02-01,3.9515789473684211
2017-03-01,4.0065217391304348
2017-04-01,3.8678947368421053
2017-05-01,3.8513636363636364
2017-06-01,3.6786363636363636
2017-07-01,3.6980000000000000
2017-08-01,3.6343478260869565
2017-09-01,3.6295000000000000
2017-10-01,3.5977272727272727
2017-11-01,3.5740000000000000
2017-12-01,3.5075000000000000
2018-01-01,3.5476190476190476
2018-02-01,3.8242105263157895
2018-03-01,3.8657142857142857
2018-04-01,3.8461904761904762
2018-05-01,3.9950000000000000
2018-06-01,3.9552380952380952
2018-07-01,3.8742857142857143
2018-08-01,3.8847826086956522
2018-09-01,3.9768421052631579
2018-10-01,4.1443478260869565
2018-11-01,4.2165000000000000
2018-12-01,4.0152631578947368
2019-01-01,3.9290476190476190
2019-02-01,3.7900000000000000
2019-03-01,3.7738095238095238
2019-04-01,3.6947619047619048
2019-05-01,3.6740909090909091
2019-06-01,3.4210000000000000
2019-07-01,3.2931818181818182
2019-08-01,2.9772727272727273
2019-09-01,3.0320000000000000
2019-10-01,3.0081818181818182
2019-11-01,3.0573684210526316
2019-12-01,3.0071428571428571
2020-01-01,2.9409523809523810
2020-02-01,2.7789473684210526
2020-03-01,3.0181818181818182
2020-04-01,2.4285714285714286
2020-05-01,2.5025000000000000
2020-06-01,2.4368181818181818
2020-07-01,2.1445454545454545
2020-08-01,2.2461904761904762
2020-09-01,2.3133333333333333
2020-10-01,2.3542857142857143
2020-11-01,2.3021052631578947
2020-12-01,2.2609090909090909
2021-01-01,2.4510526315789474
2021-02-01,2.7000000000000000
2021-03-01,3.0352173913043478
2021-04-01,2.8985714285714286
2021-05-01,2.9560000000000000
2021-06-01,2.7868181818181818
2021-07-01,2.5690476190476190
2021-08-01,2.5481818181818182
2021-09-01,2.5290476190476190
2021-10-01,2.6830000000000000
2021-11-01,2.6214285714285714
2021-12-01,2.6442857142857143
2022-01-01,2.9340000000000000
2022-02-01,3.2505263157894737
2022-03-01,3.4326086956521739
2022-04-01,3.7640000000000000
2022-05-01,4.1347619047619048
2022-06-01,4.2357142857142857
2022-07-01,4.0580000000000000
2022-08-01,4.0695652173913043
2022-09-01,4.5876190476190476
2022-10-01,5.0980952380952381
2022-11-01,4.8970000000000000
2022-12-01,4.4285714285714286
2023-01-01,4.3995000000000000
2023-02-01,4.5642105263157895
2023-03-01,4.5960869565217391
2023-04-01,4.4652631578947368
2023-05-01,4.6672727272727273
2023-06-01,4.6504761904761905
2023-07-01,4.6640000000000000
2023-08-01,4.9526086956521739
2023-09-01,5.1265000000000000
2023-10-01,5.6142857142857143
2023-11-01,5.2819047619047619
2023-12-01,4.7390000000000000
