DATE,DAAA
2004-01-01,5.5360000000000000
2004-02-01,5.5005263157894737
2004-03-01,5.3256521739130435
2004-04-01,5.7309523809523810
2004-05-01,6.0375000000000000
2004-06-01,6.0147619047619048
2004-07-01,5.8228571428571429
2004-08-01,5.6481818181818182
2004-09-01,5.4590476190476190
2004-10-01,5.4680000000000000
2004-11-01,5.5155000000000000
2004-12-01,5.4695454545454545
2005-01-01,5.3575000000000000
2005-02-01,5.1994736842105263
2005-03-01,5.4018181818181818
2005-04-01,5.3271428571428571
2005-05-01,5.1523809523809524
2005-06-01,4.9600000000000000
2005-07-01,5.0570000000000000
2005-08-01,5.0947826086956522
2005-09-01,5.1261904761904762
2005-10-01,5.3450000000000000
2005-11-01,5.4150000000000000
2005-12-01,5.3695238095238095
2006-01-01,5.2945000000000000
2006-02-01,5.3478947368421053
2006-03-01,5.5252173913043478
2006-04-01,5.8421052631578947
2006-05-01,5.9513636363636364
2006-06-01,5.8913636363636364
2006-07-01,5.8500000000000000
2006-08-01,5.6830434782608696
2006-09-01,5.5090000000000000
2006-10-01,5.5100000000000000
2006-11-01,5.3309523809523810
2006-12-01,5.3225000000000000
2007-01-01,5.4019047619047619
2007-02-01,5.3868421052631579
2007-03-01,5.3036363636363636
2007-04-01,5.4671428571428571
2007-05-01,5.4745454545454545
2007-06-01,5.7947619047619048
2007-07-01,5.7328571428571429
2007-08-01,5.7873913043478261
2007-09-01,5.7373684210526316
2007-10-01,5.6609090909090909
2007-11-01,5.4355000000000000
2007-12-01,5.4920000000000000
2008-01-01,5.3314285714285714
2008-02-01,5.5270000000000000
2008-03-01,5.5060000000000000
2008-04-01,5.5527272727272727
2008-05-01,5.5733333333333333
2008-06-01,5.6761904761904762
2008-07-01,5.6654545454545455
2008-08-01,5.6361904761904762
2008-09-01,5.6528571428571429
2008-10-01,6.2813636363636364
2008-11-01,6.1244444444444444
2008-12-01,5.0454545454545455
2009-01-01,5.0485000000000000
2009-02-01,5.2663157894736842
2009-03-01,5.4954545454545455
2009-04-01,5.3890476190476190
2009-05-01,5.5400000000000000
2009-06-01,5.6059090909090909
2009-07-01,5.4118181818181818
2009-08-01,5.2580952380952381
2009-09-01,5.1266666666666667
2009-10-01,5.1452380952380952
2009-11-01,5.1857894736842105
2009-12-01,5.2618181818181818
2010-01-01,5.2642105263157895
2010-02-01,5.3478947368421053
2010-03-01,5.2700000000000000
2010-04-01,5.2859090909090909
2010-05-01,4.9635000000000000
2010-06-01,4.8827272727272727
2010-07-01,4.7238095238095238
